209	2 5
210	0 4
211	0
212	0 4
213	4
214	2 0
215	2 1
216	0
217	0
218	2
219	3 1
220	0 4
221	4
222	0
223	4
224	2
225	2 1
226	2
227	3 4
228	2 5
229	0
230	0 4
231	2 1
232	0 4
233	0 4
234	2
235	2 4 1 5
236	2 5
237	2
238	2 0 4 5
239	2
240	2 5
241	0
242	3
243	0 4
244	0
245	4
246	0 4
247	4 5
248	2 1
249	5
250	2
251	3
252	0
253	0 4
254	5
255	2 4
256	0
257	3
258	5
259	2 3 5 1
260	0
261	0 4
262	0
263	0
264	0 5
265	0
266	4
267	2
268	2 5
269	2 5
270	5
271	2
272	4 1 5
273	0 1
274	0
275	2 4 5
276	0 4
277	2 1
278	2
279	0
280	4
281	2 5
282	0 4
283	4 5
284	5
285	0
286	0
287	4 1
288	4
289	4
290	2 5
291	4
292	3
293	2 0 5
294	2 1
295	1
296	2 1
297	0 4
298	5
299	2 5
300	0
301	3
302	4
303	0
304	2 5 1
305	0
306	4
307	2
308	0 4 1
309	2 5
310	3 4
311	0
312	0 4
313	0 4
314	5
315	2 5
316	2
317	5
318	2 5
319	4
320	0 4
321	2
322	3 4
323	2 5 1
324	0 4
325	2 4
326	0
327	2 4
328	3
329	1
330	2 4
331	5
332	3
333	0 4
334	0 5
335	0 4
336	0 4
337	0
338	0
339	0 4
340	0 4
341	2 0 5
342	0 4
343	0 4
344	0
345	0 4
346	0 4
347	0 4
348	5
349	0
350	0
351	0 5
352	4
353	0
354	0
355	0
356	0
357	0
358	0 4
359	0 4
360	2 0 5
361	5
362	0
363	0 4
364	0 4
365	0
366	0 4
367	4 5
368	0
369	0 4
370	0
371	0
372	0 4 5
373	0 4 5
374	0
375	0
376	2
377	0
378	5
379	0
380	2 5
381	2
382	2
383	0 4
384	2
385	4
386	5
387	5
388	4 5
389	0 4
390	5
391	5
392	5 1
393	5
394	4
395	5
396	5
397	5
398	0
399	2
400	2 3 1
401	0
402	2
403	2 5
404	0 4
405	0
406	0 4
407	0 4
408	0 4
409	5
410	0
411	3
412	4 1
413	4
414	0 4
415	5
416	0
417	0
418	1
419	2 0
420	2 0
421	2
422	3
423	2
424	2 4
425	2 5
426	4
427	2 5 1
428	3
429	2 5 1
430	3
431	4
432	4 5
433	4
434	2 3 5
435	2
436	0
437	0
438	0
439	2 5 1
440	2 0 4 5
441	2 5
442	1
443	2 3 5 1
444	2 5
445	5
446	1
447	2
448	2
449	2 5 1
450	3 1
451	2 3 4 5
452	0 5
453	2
454	2 4
455	2 0
456	0
457	0 4
458	2
459	0 4
460	4
461	2 1
462	0 4
463	0 4
464	2 0
465	5
466	1
467	2 5
468	4
469	0 4
470	3
471	5
472	2 3 4
473	2 5
474	0 4
475	4
476	4 5 1
477	4
478	2 5
479	0 4
480	4
481	0
482	2 5
483	4
484	0
485	2 5
486	0
487	1
488	5
489	2
490	0
491	5 1
492	0 4
493	4
494	4
495	2 3 1
496	3 4
497	3
498	3
499	3
500	3
501	3
502	3
503	3
504	3
505	3
506	3 1
507	3
508	3
509	3
510	0 3
511	3 1
512	3
513	3
514	3
515	3
516	3
517	3
518	3
519	0 4
520	3
521	2 5 1
522	0
523	4
524	4 5
525	2 5
526	5 1
527	2 1
528	2 1
529	2 5 1
530	2 5 1
531	4 5 1
532	2
533	2 4
534	2
535	0 4
536	0 4
537	2
538	2 1
539	2
540	2 3
541	3
542	2 3
543	2 4 1
544	0
545	4
546	2 4 1
547	0
548	4 5
549	3 4
550	2 0
551	0 4
552	0
553	0
554	2
555	2
556	2 4 5
557	2 4
558	2 4
559	3 4 1
560	2
561	0 4
562	4
563	0 4
564	4
565	0 4
566	0
567	4
568	0 4
569	0
570	2
571	0 4
572	2 4
573	2 0 1
574	0 4
575	2
576	0
577	0
578	2
579	0
580	2 5
581	0 4
582	0
583	2
584	2 4 5
585	2
586	0
587	2 0
588	2 4 5 1
589	4
590	0 4
591	5
592	4
593	0 4
594	0 4
595	2 5 1
596	0
597	0 4
598	5
599	2 5
600	0
601	2 0
602	4
603	2 5
604	0 4
605	4 5
606	0 4
607	2
608	0
609	2 4 1
610	4
611	5
612	1
613	2
614	2 5
615	2
616	3 1
617	2 5 1
618	0 4
619	4
620	0
621	0
622	3 1
623	2 4
624	0 5
625	2
626	2 5
627	0
628	4
629	5
630	2
631	5
632	3
633	2
634	0 4
635	2
636	0 4
637	0 4
638	4
639	0
640	3
641	0 4 1
642	1
643	3
644	0
645	0
646	0
647	2
648	0
649	2 1
650	4
651	0
652	2 5
653	4 1
654	0
655	0
656	0
657	2
658	5
659	4
660	2 3 1
661	4
662	0
663	4
664	3 4
665	0
666	2 5
667	2 5 1
668	0
669	0
670	0
671	2
672	2 5
673	5 1
674	0
675	2
676	0 4
677	3
678	2 3 1
679	0
680	2
681	0
682	3
683	2 4
684	0 4
685	1
686	0
687	0 4
688	2
689	2
690	2
691	2 5
692	4 5
693	0
694	0
695	0 4
696	0
697	2 5 1
698	2
699	2
700	0
701	0
702	4 5
703	5
704	4
705	0 4
706	2 4
707	3 1
708	2 4
709	2
710	0
711	0 4
712	1
713	5
714	2 1
715	0 4
716	4 5
717	0 4
718	4 5
719	0 4
720	0 4 5
721	0 4
722	0
723	5
724	0
725	0 4
726	0 4 5
727	2 1
728	0 4
729	0
730	2 0 1
731	2 4
732	0 4
733	3 1
734	2 0
735	0
736	0
737	5
738	0 4
739	0
740	0
741	0
742	0
743	0 4 5
744	2
745	0
746	4 1
747	5
748	4
749	3
750	3
751	3
752	3
753	3
754	3
755	3
756	3
757	3
758	3
759	3
760	3
761	3
762	3
763	3
764	3
765	3
766	3
767	3
768	3 4
769	3
770	3
771	3
772	3
773	2 4
774	2 4
775	2 4
776	3 4
777	3 4
778	2 4 5
779	2 0 4
780	1
781	4 5 1
782	4 5 1
783	2 5
784	4
785	2 5
786	0
787	5 1
788	0
789	3
790	2
791	5
792	1
793	4 5
794	4 1
795	2 4 5
796	5
797	0 5
798	1 5
799	5
800	2
801	4 5
802	3 4
803	4 1
804	4 1 5
805	2 4
806	5
807	2
808	0 4
809	0
810	0 4
811	0
812	0
813	0
814	5
815	5
816	0 4
817	4
818	4 5
819	5
820	5
821	1
822	0 5
823	2 5 1
824	5
825	0 4
826	5
827	5
828	2 5 1
829	3
830	0 4
831	3
832	2 5
833	5
834	1
835	3
836	3
837	3
838	3
839	0 4
840	2
841	0
842	0
843	4 5
844	4 1
845	4 1
846	5
847	5
848	5
849	4 5
850	5
851	0 5
852	0 4
853	0 4
854	0
855	5
856	3 4
857	2 5
858	0
859	3
860	3
861	0
862	2 3
863	0
864	2 4
865	0 4
866	0
867	4
868	0
869	5
870	0
871	2 5
872	2
873	2
874	3 1
875	0 4
876	0 4
877	0 4
878	2 0 4
879	0 4
880	4
881	3 1
882	0 4
883	0 4
884	0 4
885	4
886	4 5
887	0 4
888	0
889	2 4
890	2
891	3
892	2
893	3 1
894	2 3 1
895	0
896	0 4
897	4 5
898	0 5
899	2
900	1
901	3 4
902	0
903	4
904	2 1
905	3
906	3
907	0 4
908	2
909	3
910	0 4
911	0
912	2 5
913	1
914	4
915	2
916	4 5
917	3 1
918	2 3 1
919	2 1
920	2 3 5
921	0 5 1
922	5 1
923	0 4
924	2 5
925	4
926	2 5
927	2 5
928	3 1
929	5
930	0 4
931	4
932	3
933	4
934	2 0 1
935	0 4
936	5
937	2 5
938	2 5
939	2 5
940	2 0 4 5
941	2 0 4 5
942	4 1
943	2
944	2
945	2
946	2
947	0
948	2 5
949	2 5
950	0 4
951	0 4
952	2
953	3 1
954	2 5
955	5
956	4
957	0
958	0
959	3
960	4
961	3 1
962	4 5 1
963	3 1
964	3 1
965	3 1
966	2 4
967	3
968	3 4
969	3
970	2 0 4
971	4
972	2 4 5
973	2
974	2
975	5
976	0
977	0 4
978	0 4
979	2
980	0 4
981	0 4
982	0
983	4 1
984	0 4
985	4 1
986	0 4
987	3 4
988	3
989	3
990	3
991	2
992	2 5
993	2 3 1
994	1
995	2 1
996	2 5 1
997	2 1
998	2 1
999	2 1
1000	2 1
1001	2 1
1002	2
1003	2
1004	5
1005	2
1006	3
1007	2 1
1008	3
1009	3
1010	3 1
1011	0 4
1012	0 4
1013	3
1014	0
1015	2
1016	0 4
1017	0
1018	2 1
1019	0 4
1020	4
1021	0 4
1022	2 4
1023	0 4
1024	0 1
1025	0 4
1026	2 1
1027	2 3 5 1
1028	3 4
1029	3 4 1
1030	2 3 1
1031	5 1
1032	2
1033	2 3 4 5
1034	0
1035	2 1 5
1036	2 5 1
1037	0 4
1038	4
1039	0 3
1040	3
1041	3
1042	3
1043	3
1044	3
1045	2 5 1
1046	2 1
1047	2 5 1
1048	2 5 1
1049	3
1050	3
1051	3
1052	3 1
1053	3
1054	3
1055	3
1056	3
1057	3
1058	3
1059	3
1060	3 1
1061	3 4 1
1062	1
1063	4
1064	1
1065	2 1
1066	1
1067	3 1
1068	1
1069	1
1070	3 1
1071	3 1
1072	0 4
1073	1
1074	0 4
1075	0 4
1076	0 4 1
1077	2 4 5
1078	4
1079	5
1080	0 4
1081	2
1082	0 4
1083	3 4
1084	2 4 1
1085	0
1086	0 4
1087	3
1088	0 4
1089	2 4 1
1090	4 1
1091	4
1092	3
1093	2 4 5
1094	2 3 1
1095	2 4
1096	0 4
1097	2 0
1098	0
1099	0
1100	0 4 5
1101	5
1102	2 4 5
1103	2
1104	3 1
1105	2
1106	3 4
1107	3 4
1108	2 4 5
1109	4
1110	2
1111	1 5
1112	3
1113	2
1114	4
1115	0 4
1116	0
1117	4
1118	3 4
1119	3
1120	3
1121	3
1122	3
1123	3
1124	3
1125	4
1126	3
1127	3
1128	4
1129	0 4 5
1130	0 4
1131	5
1132	0
1133	2 0
1134	0
1135	0 4
1136	2 1
1137	2 1
1138	2
1139	3
1140	2
1141	2
1142	2
1143	2
1144	0
1145	0 5
1146	2 5
1147	3 1
1148	0 4
1149	2 4 5
1150	0 4
1151	3
1152	0 5
1153	4
1154	3
1155	3
1156	3 4
1157	3
1158	5
1159	5
1160	0
1161	0 4
1162	0
1163	2 4 5
1164	2 4 5
1165	2
1166	0 4
1167	0
1168	4
1169	2 4 5
1170	2
1171	2 5
1172	5
1173	3
1174	3 1
1175	3
1176	2 5
1177	0
1178	4 1
1179	2 5 1
1180	0
1181	4
1182	2 4
1183	0
1184	0
1185	0 4
1186	0 4 5
1187	0
1188	2
1189	2 5
1190	2 5
1191	2 5
1192	0 5
1193	2
1194	2
1195	2
1196	4
1197	0 4
1198	2
1199	5
1200	4 5 1
1201	5
1202	3
1203	0 4
1204	3
1205	2 1
1206	2 1
1207	4 5
1208	2 5
1209	2 5
1210	2 5
1211	2 5
1212	3
1213	0
1214	0 4
1215	1
1216	3 4
1217	3
1218	3
1219	3 4 1
1220	2
1221	0 4
1222	3 1
1223	2
1224	2 5
1225	4
1226	2 1
1227	4 1
1228	5
1229	4
1230	0
1231	4
1232	4 5
1233	1 5
1234	3 1
1235	2
1236	2
1237	4 5 1
1238	0 4
1239	0
1240	3
1241	4
1242	0 3
1243	2 5
1244	0 4
1245	0
1246	4
1247	0 4
1248	0 4
1249	0
1250	0
1251	2 4
1252	0
1253	2
1254	0 4
1255	2 3
1256	4 5
1257	0
1258	4
1259	0
1260	4
1261	2
1262	2 5
1263	0 4
1264	0
1265	0 1
1266	0
1267	4
1268	2
1269	5
1270	4
1271	5
1272	5
1273	4 5 1
1274	4
1275	2 4
1276	5 1
1277	0
1278	2 0
1279	0 4
1280	4
1281	2
1282	0
1283	5
1284	2 4
1285	0 4
1286	0 4
1287	4
1288	4
1289	4
1290	0 4
1291	2
1292	0
1293	0 5
1294	0 4
1295	2 3 4
1296	2
1297	2 4
1298	0 1
1299	0 4
1300	3 4
1301	2
1302	2
1303	0 4
1304	5
1305	1
1306	3
1307	3 1
1308	4
1309	3
1310	2
1311	2
1312	4
1313	4
1314	4 1
1315	3 1
1316	0 4
1317	5
1318	1
1319	3
1320	0
1321	0 4
1322	0
1323	0 4
1324	0
1325	2
1326	2
1327	4
1328	2 5
1329	0 5
1330	0 4
1331	4 5
1332	5
1333	0 4
1334	2
1335	2
1336	2 5
1337	5
1338	0
1339	4 5
1340	5
1341	4
1342	0
1343	2
1344	2
1345	2
1346	2
1347	2
1348	0
1349	2 4 1
1350	2
1351	2 4 5
1352	2
1353	2
1354	2
1355	2 0
1356	0
1357	0 4
1358	0
1359	3
1360	4
1361	0 4
1362	1
1363	5 1
1364	3
1365	1
1366	0
1367	3
1368	0 5
1369	0
1370	0 4
1371	4 5
1372	3
1373	0 4 5
1374	5
1375	3
1376	0 4
1377	2 5
1378	0
1379	0 4
1380	2
1381	2
1382	0 4
1383	4
1384	2 1
1385	0
1386	3
1387	0 4
1388	0
1389	3
1390	0 4
1391	3
1392	4
1393	2
1394	0
1395	0 4
1396	2 3
1397	3 1
1398	2 3 1
1399	0
1400	2 5
1401	2 0
1402	2 1
1403	0
1404	0 4
1405	0 4
1406	4 5
1407	0
1408	0 5
1409	0 4
1410	0 4
1411	4
1412	3
1413	2 5
1414	2 4 5
1415	2 0
1416	3
1417	2 0 5
1418	2 5
1419	2 5 1
1420	2 5
1421	2
1422	4
1423	3 1
1424	3
1425	2 5
1426	1
1427	3 1
1428	3 1
1429	3 1
1430	2 4
1431	0
1432	4
1433	5
1434	0 4
1435	2
1436	2
1437	0
1438	0 4
1439	3 1
1440	3 4
1441	3 4 1
1442	2 1
1443	2 1
1444	0 5 1
1445	1
1446	1
1447	2 5 1
1448	2 5 1
1449	2 5 1
1450	2 0 4
1451	3
1452	0
1453	3
1454	3
1455	2 4
1456	4
1457	2 4
1458	2
1459	0 4
1460	4
1461	3
1462	3
1463	0 4
1464	2 4 5
1465	2
1466	2 1 5
1467	0 4
1468	4 5
1469	2
1470	4 5
1471	3
1472	1
1473	2
1474	2
1475	2
1476	0
1477	2
1478	2
1479	2
1480	2
1481	3 1
1482	0 4
1483	4
1484	1
1485	3 4
1486	2 5 1
1487	0
1488	3
1489	2 1
1490	2 5
1491	4
1492	4
1493	0
1494	0 4
1495	3 1
1496	2 4 5 1
1497	4
1498	0 4
1499	3 4
1500	3
1501	0 5
1502	2 4
1503	2 3 1
1504	3
1505	2 4
1506	4
1507	3
1508	4
1509	3
1510	2 0 4
1511	0 4
1512	3
1513	2 5
1514	3 1
1515	2
1516	0 4
1517	0
1518	2 5
1519	0 4
1520	2 4
1521	4
1522	4
1523	2 5
1524	3
1525	0 4
1526	4
1527	0
1528	3 1
1529	4
1530	5 1
1531	5 1
1532	3 4
1533	3 5 1
1534	3 1
1535	1
1536	3
1537	1
1538	4
1539	2
1540	2
1541	0 4
1542	3
1543	2 5 1
1544	2 4
1545	5
1546	4
1547	2 4
1548	0
1549	2 1
1550	0
1551	2 5
1552	2 1
1553	0
1554	0
1555	0
1556	1
1557	2 0
1558	5
1559	2 5
1560	5
1561	2
1562	2 5
1563	1 5
1564	4
1565	0
1566	4 1
1567	4 5
1568	0 4
1569	0 4
1570	0
1571	4 5
1572	3
1573	0
1574	4
1575	0
1576	3
1577	0
1578	2
1579	2 5
1580	2 4
1581	4 5
1582	0
1583	0 4
1584	0 4
1585	2
1586	2
1587	2 4
1588	0
1589	0 4
1590	0
1591	0 4
1592	4 1
1593	4
1594	0 4
1595	2 4
1596	2 4
1597	2 0
1598	0
1599	0 4
1600	0 1
1601	3
1602	2 5
1603	3
1604	2
1605	4
1606	2 4 5 1
1607	3
1608	4 1
1609	3 4
1610	0
1611	0 4 1
1612	2 5 1
1613	3 4 5
1614	3 4
1615	0 4
1616	3
1617	0
1618	0
1619	3
1620	0 4
1621	0 4
1622	0
1623	0 4
1624	2
1625	0
1626	2 4
1627	2
1628	0 4
1629	4
1630	4
1631	0 4
1632	0 4
1633	0 4
1634	0
1635	3
1636	3 1
1637	4
1638	1
1639	2
1640	2
1641	2
1642	0 4
1643	2 3
1644	3 1
1645	4
1646	3
1647	2
1648	0 4
1649	0 4
1650	0 4
1651	2 4 5
1652	4
1653	2
1654	0
1655	0 4
1656	0 4 5
1657	1
1658	0
1659	2
1660	2
1661	3
1662	0 4
1663	2 4 5
1664	0
1665	2 5 1
1666	5 1
1667	0 4
1668	0 4
1669	0 4
1670	0
1671	2
1672	0
1673	2 0 4
1674	0
1675	0 4 5
1676	0
1677	2 0
1678	0 4
1679	4
1680	4
1681	5
1682	5
1683	0
1684	2 5
1685	0
1686	4 1
1687	2
1688	0
1689	4
1690	2
1691	2
1692	2
1693	0 4
1694	0 4
1695	3
1696	0 4
1697	2
1698	5
1699	2 5
1700	2
1701	5 1
1702	0
1703	4
1704	0 4
1705	2
1706	4
1707	0 4
1708	2 4
1709	2 4
1710	2 4
1711	4
1712	2 0 4
1713	3
1714	3 4 1
1715	1
1716	1
1717	4
1718	1
1719	0
1720	0 4
1721	3
1722	3
1723	2 0
1724	2
1725	2 4
1726	2 1
1727	2
1728	5 1
1729	0 4
1730	2
1731	0 4
1732	2
1733	4 5
1734	0 4
1735	4
1736	4 5
1737	3 1
1738	0
1739	2
1740	0 4
1741	4 1
1742	3 4 1
1743	2 3 4 1
1744	2
1745	4
1746	0
1747	0
1748	4
1749	4
1750	3
1751	3
1752	0 4 1
1753	2
1754	2
1755	3 4 1
1756	5
1757	0
1758	0 4
1759	3
1760	2
1761	2 5
1762	4 1
1763	4 1
1764	2 4
1765	2 3 1
1766	2 1
1767	0 4
1768	3 1
1769	3 4
1770	0
1771	2 5
1772	2 5
1773	2 5
1774	2
1775	4 5 1
1776	2
1777	4
1778	2
1779	4 5
1780	3 4
1781	0 4
1782	2 1
1783	2 4
1784	0 4
1785	4 1
1786	4 5
1787	2
1788	2
1789	0
1790	0 4
1791	0 4
1792	4
1793	2 4
1794	2
1795	3 1
1796	2 5
1797	0 4
1798	4
1799	1
1800	0 1
1801	4
1802	2
1803	2
1804	2
1805	3 4
1806	2 4
1807	2
1808	2
1809	2 5 1
1810	0 4
1811	2
1812	2 5 1
1813	3
1814	2
1815	4 5
1816	2
1817	4
1818	0 4
1819	3
1820	0 4
1821	3
1822	3
1823	0 4
1824	2 4
1825	2 4
1826	3 4
1827	2 3
1828	4 5
1829	3
1830	4 5
1831	4
1832	2 1
1833	0
1834	0 4
1835	2 4
1836	4 5
1837	1
1838	3
1839	2 4
1840	4
1841	0 2 4
1842	3
1843	2 4
1844	3
1845	0
1846	4
1847	4 5
1848	3 1
1849	0 4
1850	0 1
1851	0 4
1852	0 4
1853	3
1854	0 4
1855	2
1856	2
1857	3
1858	3
1859	2 0 5
1860	4
1861	3
1862	0
1863	2 5 1
1864	0 4
1865	3
1866	0 4 5
1867	0 4
1868	0 4
1869	4
1870	2 0 5
1871	2 0 4
1872	4
1873	5 1
1874	0 4
1875	5
1876	0 4
1877	2 5
1878	3
1879	0 4
1880	4
1881	0
1882	3
1883	0
1884	0 4
1885	2 4
1886	3
1887	2
1888	2
1889	3
1890	2
1891	4
1892	1
1893	3
1894	1
1895	2 4
1896	4 5
1897	2 1
1898	0 4
1899	3
1900	2 5 1
1901	5
1902	4 5
1903	4
1904	2
1905	4 1
1906	0
1907	3
1908	2 5
1909	0
1910	0
1911	0
1912	5
1913	2
1914	2
1915	5
1916	2
1917	2 1
1918	2 5 1
1919	5 1
1920	2
1921	2
1922	2
1923	2
1924	4 1
1925	5 1
1926	0 2 4 5
1927	2
1928	5
1929	1
1930	0 4
1931	0 1
1932	4 5 1
1933	2 1
1934	1
1935	5
1936	4
1937	4 5
1938	0 4
1939	0 4
1940	5
1941	0 4
1942	0
1943	3 1
1944	5
1945	0
1946	0
1947	2
1948	4 5
1949	2
1950	0
1951	0
1952	0
1953	4 1 5
1954	2
1955	2
1956	2 4
1957	0
1958	4
1959	0
1960	5
1961	2 5
1962	2 5
1963	2 1
1964	4 5
1965	2 4
1966	1
1967	2
1968	4
1969	0
1970	1
1971	2 0 5
1972	3
1973	0
1974	4
1975	4 5
1976	0 4
1977	0
1978	0
1979	0
1980	0 4
1981	2 0 4
1982	2
1983	2 1
1984	4
1985	3
1986	0 4
1987	5
1988	4
1989	5
1990	0 4
1991	0
1992	3
1993	4
1994	5
1995	3 1
1996	0 4
1997	2
1998	2 5
1999	2
2000	2
2001	0
2002	0 4
2003	0 4
2004	2 4
2005	2 5 1
2006	0 4
2007	0
2008	2 1
2009	2
2010	3
2011	3 5
2012	3 5
2013	3 4
2014	1
2015	3 4
2016	5
2017	2
2018	4
2019	4
2020	2 4 1
2021	4 5
2022	2 3 1
2023	2 4
2024	0
2025	5
2026	3 4
2027	4
2028	4
2029	4
2030	2 1
2031	2
2032	0 4
2033	2 4
2034	2 5
2035	4 1
2036	2 4
2037	2 4
2038	2 4
2039	4
2040	2 3
2041	5
2042	3
2043	2 5 1
2044	0
2045	0
2046	2
2047	0 4
2048	0 4
2049	4
2050	0 4
2051	0 4
2052	0 4
2053	2 5
2054	2 5
2055	2 5
2056	0 4
2057	3 4 1
2058	3
2059	0 4
2060	3 4
2061	3
2062	2 5
2063	0
2064	3 1
2065	0 4
2066	0
2067	5
2068	0 4
2069	2 5
2070	3
2071	0
2072	2 5 1
2073	3 1
2074	5
2075	5
2076	5
2077	5
2078	2 4
2079	2
2080	0 4
2081	2 5 1
2082	0 4
2083	3
2084	5
2085	2
2086	5
2087	0 4
2088	4 1
2089	5
2090	0
2091	2
2092	1
2093	4
2094	2 4
2095	2
2096	4 5
2097	2
2098	2
2099	0
2100	2
2101	3 5
2102	4 1
2103	2 4
2104	2 4
2105	1 5
2106	2 1
2107	4 5
2108	0 4
2109	0 4
2110	0 4
2111	0 4
2112	0 4
2113	4
2114	2 4 1
2115	2 4
2116	2 5
2117	0 4
2118	0 4
2119	1
2120	0
2121	3
2122	2 3 4 1
2123	2 5
2124	4
2125	4
2126	0 4
2127	3
2128	2 4
2129	0
2130	2 4 5
2131	4 5 1
2132	0 5
2133	3 1
2134	5
2135	4
2136	2
2137	4
2138	2
2139	2 1
2140	2 4 5 1
2141	0 5
2142	0
2143	0 4
2144	4 1
2145	0 4
2146	2 0 5
2147	2 0 4
2148	2 3
2149	2 3 1
2150	1
2151	3 1
2152	3
2153	0 5
2154	4
2155	3
2156	3 1
2157	0 4
2158	3
2159	4
2160	2
2161	0
2162	4 5
2163	3 1
2164	3
2165	3 4
2166	3
2167	4 1
2168	4
2169	4 1
2170	2
2171	5
2172	2
2173	0 4
2174	0 4
2175	2 4
2176	0 4
2177	0
2178	2 4
2179	2 5 1
2180	3 1
2181	0
2182	3
2183	2 4
2184	3
2185	0 4
2186	3
2187	0
2188	2 4
2189	0 4
2190	4
2191	0 4
2192	0 4
2193	2 4
2194	3
2195	2 3
2196	2
2197	0 4
2198	3
2199	3
2200	2 5 1
2201	2 5
2202	3 1
2203	2 0 4
2204	0
2205	2 4 5
2206	3 4 1
2207	3
2208	3
2209	2 5
2210	0
2211	3
2212	0
2213	2
2214	2 3 1
2215	3
2216	3
2217	3
2218	4 1
2219	3 1
2220	0 4
2221	4
2222	0
2223	3 1
2224	4
2225	3
2226	0
2227	1
2228	2 4 5
2229	3
2230	0
2231	4
2232	2 4 5
2233	0 4
2234	0 4
2235	0
2236	2
2237	5
2238	2
2239	0
2240	0
2241	0 4
2242	5 1
2243	2 3
2244	0 4
2245	0 5
2246	0 4
2247	2
2248	5
2249	3 4
2250	3 1
2251	0
2252	5
2253	4
2254	2 5
2255	0
2256	2 5
2257	0 1
2258	1 5
2259	3
2260	3 4
2261	2 5
2262	2 5
2263	2
2264	0 4
2265	2 1
2266	2
2267	3
2268	1
2269	0 4
2270	0 4
2271	0 4
2272	2
2273	2
2274	0 4
2275	0 4
2276	2 1
2277	5
2278	0 4
2279	2
2280	2 4
2281	2
2282	5
2283	0 4
2284	0 4
2285	4
2286	5
2287	0
2288	3
2289	1
2290	0
2291	2 0
2292	0
2293	0
2294	3
2295	2 5 1
2296	4
2297	0 4
2298	2 4
2299	0 4
2300	2 4
2301	2 4
2302	4
2303	0 4
2304	5
2305	0
2306	0 4
2307	0
2308	0 4
2309	0 4
2310	0 4
2311	0 4
2312	2
2313	2
2314	3
2315	2
2316	0 4
2317	3
2318	1
2319	1
2320	2 1
2321	2 5
2322	4
2323	4 1
2324	2
2325	0 4
2326	5
2327	0
2328	3 4
2329	3 1
2330	4
2331	2
2332	2 0 5
2333	2
2334	3
2335	3
2336	3
2337	2
2338	0 4
2339	2 4 5
2340	2
2341	0
2342	5
2343	0
2344	2 5
2345	5
2346	5
2347	0 4
2348	5
2349	2
2350	2
2351	0
2352	2
2353	0 4
2354	1
2355	2
2356	2
2357	0
2358	0
2359	2
2360	0
2361	4
2362	2 4
2363	2
2364	0 4
2365	2
2366	3
2367	4
2368	0 4
2369	5
2370	0 4
2371	0 4
2372	1 5
2373	2
2374	0 4
2375	0
2376	3 1
2377	0 4
2378	0 4
2379	2 0
2380	2 1
2381	0 4
2382	0 4
2383	0
2384	0
2385	2 5
2386	2
2387	0
2388	2 1
2389	3
2390	0
2391	2 5 1
2392	4 5
2393	2 4
2394	1
2395	3 4 1
2396	1
2397	0 4
2398	4
2399	5
2400	4
2401	2 4 5
2402	0 4
2403	3
2404	4
2405	0 4
2406	2 5 1
2407	0
2408	2 1 5
2409	0 4
2410	0 4
2411	2 5 1
2412	0 4
2413	0 4
2414	4 5
2415	2
2416	3
2417	2
2418	0
2419	2 4
2420	5
2421	0 5
2422	5
2423	3
2424	0 4
2425	2
2426	2 0
2427	0 4
2428	0 4
2429	0 5
2430	0
2431	2 0 5
2432	2 5
2433	2
2434	5
2435	0
2436	4 1
2437	4
2438	2
2439	4 5
2440	0
2441	0 4
2442	0 4
2443	3
